LOUISIANA STATE LEGISLATIVE DISTRICTS LOWER BY CENSUS TRACT,,,
State,Tract,Parish,StateLegislativeDistrictsLower
22,700,109,53
22,701,33,61
22,701,33,101
22,701,71,99
22,702,33,61
22,702,71,99
22,800,19,34
22,800,19,35
22,800,19,36
22,800,55,44
22,800,69,23
22,800,69,24
22,800,71,99
22,800,109,51
22,800,109,52
22,900,19,34
22,900,33,61
22,900,33,67
22,900,55,44
22,900,69,22
22,900,69,23
22,900,69,24
22,900,73,17
22,900,109,52
22,901,71,99
22,902,71,99
22,903,71,99
22,904,71,99
22,1000,19,36
22,1000,33,61
22,1000,109,53
22,1001,55,39
22,1001,55,44
22,1002,55,44
22,1003,55,39
22,1003,55,44
22,1100,19,36
22,1100,55,44
22,1100,71,99
22,1100,73,17
22,1100,109,53
22,1102,33,61
22,1103,33,61
22,1104,33,61
22,1200,55,44
22,1200,55,96
22,1200,71,99
22,1201,19,34
22,1201,109,53
22,1202,19,34
22,1202,109,53
22,1300,19,36
22,1300,55,44
22,1300,55,96
22,1300,109,51
22,1300,109,52
22,1301,71,99
22,1302,71,99
22,1400,19,34
22,1400,19,35
22,1400,73,17
22,1400,109,51
22,1400,109,52
22,1401,55,31
22,1401,71,99
22,1402,55,31
22,1402,71,99
22,1403,55,31
22,1403,55,43
22,1404,55,43
22,1405,55,43
22,1406,55,43
22,1407,55,43
22,1409,55,43
22,1409,55,48
22,1409,55,96
22,1410,55,31
22,1410,55,43
22,1410,55,48
22,1411,55,43
22,1411,55,96
22,1500,19,34
22,1500,55,45
22,1500,71,99
22,1500,73,17
22,1500,109,51
22,1500,109,52
22,1600,19,34
22,1600,33,61
22,1600,33,67
22,1600,55,31
22,1600,55,45
22,1600,71,99
22,1600,109,51
22,1600,109,52
22,1700,19,34
22,1700,19,36
22,1700,19,47
22,1700,33,61
22,1700,33,68
22,1700,55,31
22,1700,73,14
22,1700,73,16
22,1700,109,51
22,1700,109,52
22,1701,71,97
22,1702,71,97
22,1720,71,99
22,1722,71,99
22,1723,71,99
22,1723,71,100
22,1724,71,99
22,1725,71,99
22,1725,71,100
22,1730,71,100
22,1730,71,103
22,1734,71,103
22,1735,71,99
22,1736,71,100
22,1737,71,100
22,1739,71,100
22,1740,71,100
22,1741,71,100
22,1743,71,99
22,1744,71,100
22,1745,71,100
22,1746,71,100
22,1747,71,100
22,1748,71,100
22,1749,71,100
22,1749,71,103
22,1750,71,100
22,1750,71,103
22,1751,71,99
22,1751,71,103
22,1800,33,61
22,1800,71,99
22,1801,19,36
22,1801,55,45
22,1802,55,45
22,1900,33,68
22,1900,33,69
22,1900,71,93
22,1900,71,99
22,1901,19,36
22,1901,55,31
22,1901,55,42
22,1902,55,31
22,1902,55,39
22,1902,55,45
22,1903,19,36
22,1903,55,31
22,1903,55,45
22,1904,19,36
22,1904,55,45
22,1905,55,31
22,2000,19,34
22,2000,19,35
22,2000,19,37
22,2000,33,61
22,2000,33,69
22,2000,71,93
22,2001,55,39
22,2001,55,42
22,2002,55,39
22,2100,19,37
22,2100,71,93
22,2101,55,39
22,2102,55,39
22,2103,55,39
22,2104,55,39
22,2200,33,61
22,2200,33,67
22,2200,55,44
22,2200,55,45
22,2200,71,93
22,2200,71,99
22,2201,19,35
22,2203,19,35
22,2204,19,34
22,2204,19,35
22,2300,19,33
22,2300,19,35
22,2300,33,61
22,2300,33,68
22,2300,71,93
22,2300,71,97
22,2300,71,99
22,2400,19,32
22,2400,19,33
22,2400,19,35
22,2400,33,67
22,2401,71,97
22,2402,71,97
22,2500,19,34
22,2500,19,35
22,2500,33,67
22,2500,33,68
22,2501,71,97
22,2502,71,97
22,2503,71,97
22,2504,71,97
22,2600,19,33
22,2600,19,35
22,2600,71,99
22,2601,33,68
22,2602,33,70
22,2700,19,33
22,2700,19,35
22,2700,33,68
22,2700,71,93
22,2700,71,99
22,2800,19,33
22,2800,71,93
22,2801,33,67
22,2802,33,67
22,2802,33,68
22,2900,19,33
22,2900,71,93
22,3000,19,33
22,3000,33,29
22,3000,33,63
22,3000,71,93
22,3100,71,93
22,3101,19,33
22,3101,33,29
22,3101,33,63
22,3102,19,33
22,3103,33,63
22,3200,19,33
22,3200,19,35
22,3201,33,29
22,3201,33,63
22,3202,33,63
22,3202,33,64
22,3300,19,33
22,3300,33,29
22,3300,33,63
22,3301,71,97
22,3302,71,94
22,3302,71,97
22,3303,71,97
22,3304,71,97
22,3307,71,97
22,3308,71,97
22,3400,19,33
22,3400,19,47
22,3400,33,29
22,3400,71,93
22,3400,71,99
22,3500,19,33
22,3500,19,47
22,3500,71,93
22,3500,71,97
22,3501,33,29
22,3501,33,101
22,3504,33,29
22,3505,33,101
22,3506,33,101
22,3507,33,101
22,3600,19,33
22,3600,19,47
22,3600,71,93
22,3600,71,97
22,3601,33,61
22,3603,33,101
22,3604,33,101
22,3701,33,69
22,3701,71,93
22,3701,71,97
22,3702,33,69
22,3702,71,93
22,3702,71,97
22,3703,33,101
22,3800,71,93
22,3801,33,68
22,3801,33,69
22,3802,33,69
22,3804,33,68
22,3805,33,68
22,3805,33,69
22,3900,71,93
22,3904,33,65
22,3904,33,101
22,3906,33,69
22,3907,33,66
22,3908,33,65
22,3908,33,66
22,3909,33,69
22,3910,33,69
22,4000,71,93
22,4005,33,68
22,4005,33,70
22,4006,33,68
22,4006,33,70
22,4009,33,66
22,4009,33,68
22,4009,33,69
22,4010,33,70
22,4011,33,67
22,4011,33,70
22,4013,33,67
22,4014,33,67
22,4015,33,66
22,4015,33,70
22,4016,33,66
22,4016,33,70
22,4100,71,97
22,4201,33,63
22,4203,33,63
22,4204,33,63
22,4204,33,64
22,4205,33,63
22,4301,33,64
22,4301,33,65
22,4302,33,64
22,4302,33,65
22,4401,33,65
22,4401,71,93
22,4401,71,97
22,4402,33,65
22,4402,71,93
22,4403,33,65
22,4500,71,97
22,4503,33,65
22,4503,33,101
22,4504,33,65
22,4505,33,65
22,4505,33,66
22,4507,33,66
22,4507,33,69
22,4508,33,66
22,4508,33,69
22,4509,33,66
22,4509,33,69
22,4510,33,66
22,4600,71,94
22,4600,71,97
22,4602,33,62
22,4602,33,64
22,4603,33,62
22,4603,33,63
22,4604,33,62
22,4604,33,63
22,4700,33,62
22,4700,33,64
22,4800,33,67
22,4800,33,70
22,4800,71,93
22,4900,33,70
22,4900,71,93
22,5000,33,70
22,5000,71,93
22,5000,71,97
22,5100,33,29
22,5100,33,67
22,5100,73,14
22,5100,73,17
22,5200,33,67
22,5201,73,15
22,5203,73,14
22,5203,73,15
22,5203,73,17
22,5204,73,15
22,5300,33,61
22,5300,33,67
22,5301,73,15
22,5302,73,14
22,5302,73,15
22,5302,73,17
22,5400,71,94
22,5400,71,97
22,5400,73,14
22,5400,73,17
22,5500,71,94
22,5500,73,17
22,5601,71,94
22,5602,71,94
22,5603,71,94
22,5604,71,94
22,5800,73,15
22,5800,73,17
22,5900,73,15
22,5900,73,17
22,6000,71,93
22,6300,71,93
22,6300,71,97
22,6400,71,91
22,6400,71,97
22,6500,71,91
22,6500,71,94
22,6900,71,91
22,6900,71,93
22,7000,71,91
22,7000,71,97
22,7101,71,91
22,7101,71,93
22,7101,71,94
22,7101,71,97
22,7200,71,91
22,7501,71,91
22,7502,71,91
22,7604,71,91
22,7604,71,94
22,7605,71,91
22,7605,71,94
22,7606,71,94
22,7700,71,91
22,7700,71,93
22,7800,71,91
22,7800,71,93
22,8200,71,93
22,8300,71,91
22,8300,71,93
22,8400,71,93
22,8500,71,91
22,8600,71,91
22,8800,71,91
22,8800,71,93
22,9000,71,91
22,9000,71,93
22,9100,71,91
22,9200,71,91
22,9400,71,91
22,9600,71,91
22,9700,71,91
22,9700,71,98
22,9900,71,91
22,10000,71,91
22,10100,71,91
22,10100,79,27
22,10101,73,14
22,10101,73,16
22,10102,73,14
22,10102,73,16
22,10200,71,91
22,10201,73,14
22,10201,73,16
22,10202,73,14
22,10300,71,98
22,10300,79,27
22,10301,73,14
22,10302,73,14
22,10400,15,2
22,10400,73,13
22,10400,73,15
22,10400,79,27
22,10500,15,8
22,10500,79,25
22,10500,79,26
22,10502,73,15
22,10503,73,13
22,10503,73,15
22,10504,73,15
22,10600,71,98
22,10600,79,25
22,10601,15,8
22,10601,15,9
22,10602,15,8
22,10603,73,17
22,10604,73,17
22,10604,73,19
22,10700,71,98
22,10700,73,17
22,10700,79,25
22,10701,15,8
22,10701,15,9
22,10702,15,8
22,10702,15,9
22,10800,71,98
22,10800,73,14
22,10800,73,16
22,10800,73,17
22,10801,15,2
22,10801,15,6
22,10801,15,8
22,10801,15,9
22,10804,15,6
22,10804,15,9
22,10805,15,6
22,10806,15,6
22,10806,15,9
22,10900,15,6
22,10900,15,9
22,10900,71,98
22,10900,73,17
22,11000,73,17
22,11000,79,26
22,11001,15,9
22,11002,15,9
22,11002,15,10
22,11100,71,98
22,11100,73,17
22,11103,15,1
22,11103,15,9
22,11105,15,9
22,11106,15,9
22,11107,15,1
22,11107,15,8
22,11108,15,1
22,11108,15,8
22,11108,15,9
22,11109,15,8
22,11109,15,9
22,11110,15,2
22,11110,15,8
22,11200,15,1
22,11200,15,8
22,11200,71,98
22,11300,15,2
22,11300,79,27
22,11400,71,98
22,11500,71,98
22,11500,79,26
22,11500,79,27
22,11600,71,98
22,11600,79,27
22,11700,71,98
22,11700,79,26
22,11700,79,27
22,11900,71,98
22,12000,71,98
22,12000,79,26
22,12100,79,26
22,12101,71,91
22,12101,71,98
22,12102,71,98
22,12200,71,91
22,12200,71,98
22,12200,79,26
22,12300,71,91
22,12300,71,98
22,12301,79,25
22,12301,79,26
22,12302,79,25
22,12400,71,91
22,12400,79,25
22,12400,79,26
22,12500,71,98
22,12500,79,25
22,12500,79,26
22,12600,71,98
22,12600,79,26
22,12700,71,98
22,12700,79,25
22,12700,79,26
22,12800,71,91
22,12800,71,98
22,12800,79,26
22,12900,71,98
22,12900,79,26
22,13000,71,98
22,13000,79,25
22,13000,79,26
22,13100,71,98
22,13100,79,26
22,13100,79,27
22,13200,71,91
22,13200,71,98
22,13200,79,27
22,13300,79,25
22,13300,79,27
22,13301,71,94
22,13302,71,94
22,13302,71,97
22,13400,71,91
22,13400,71,93
22,13400,79,25
22,13500,71,93
22,13500,79,25
22,13600,71,99
22,13600,79,25
22,13700,71,99
22,13700,79,27
22,13800,71,97
22,13800,79,25
22,13800,79,26
22,13900,71,93
22,13900,79,26
22,14000,71,93
22,14100,71,91
22,14200,71,91
22,14200,71,98
22,14300,71,91
22,14400,71,98
22,14500,71,93
22,20100,43,22
22,20100,57,55
22,20100,99,46
22,20100,121,29
22,20101,51,94
22,20102,51,80
22,20102,51,94
22,20200,43,22
22,20200,99,46
22,20200,121,18
22,20200,121,29
22,20201,51,80
22,20201,51,94
22,20202,51,80
22,20202,51,94
22,20202,57,55
22,20203,51,80
22,20203,51,94
22,20300,43,22
22,20300,121,18
22,20301,51,79
22,20301,99,46
22,20301,99,96
22,20302,51,79
22,20302,99,46
22,20302,99,96
22,20303,51,78
22,20303,51,79
22,20303,51,92
22,20400,51,79
22,20400,57,55
22,20400,99,46
22,20400,99,96
22,20401,43,22
22,20401,121,18
22,20401,121,29
22,20402,43,22
22,20402,121,18
22,20402,121,29
22,20500,17,4
22,20500,57,55
22,20501,99,46
22,20501,99,96
22,20502,51,79
22,20502,51,92
22,20502,99,46
22,20505,51,92
22,20506,51,79
22,20506,51,92
22,20507,51,92
22,20508,51,79
22,20511,51,79
22,20512,51,79
22,20512,51,92
22,20513,51,79
22,20513,51,92
22,20514,51,79
22,20515,51,92
22,20516,51,92
22,20517,51,79
22,20600,17,2
22,20600,51,92
22,20600,57,55
22,20600,99,48
22,20600,99,96
22,20700,17,2
22,20700,51,92
22,20702,57,51
22,20702,57,55
22,20703,57,55
22,20704,57,55
22,20800,57,55
22,20800,99,46
22,20800,99,96
22,20900,57,55
22,20900,99,96
22,21000,17,2
22,21000,51,92
22,21000,57,54
22,21000,57,55
22,21000,99,50
22,21100,17,2
22,21100,51,92
22,21100,57,54
22,21200,17,2
22,21200,17,6
22,21200,51,92
22,21200,57,53
22,21200,57,54
22,21300,17,2
22,21300,51,78
22,21300,51,92
22,21300,57,54
22,21400,17,2
22,21400,51,92
22,21400,57,54
22,21500,17,2
22,21500,17,6
22,21500,51,78
22,21500,57,54
22,21600,17,2
22,21600,17,6
22,21600,51,78
22,21600,51,80
22,21600,51,82
22,21601,57,52
22,21601,57,54
22,21601,57,55
22,21602,57,52
22,21602,57,53
22,21602,57,54
22,21700,17,2
22,21700,51,78
22,21700,51,80
22,21700,57,54
22,21800,17,2
22,21800,57,54
22,21800,57,55
22,21801,51,79
22,21801,51,80
22,21803,51,80
22,21804,51,80
22,21900,17,2
22,21900,51,80
22,21901,57,52
22,21901,57,54
22,21901,57,55
22,21902,57,54
22,21902,57,55
22,22000,17,2
22,22000,17,4
22,22000,57,55
22,22001,51,80
22,22002,51,80
22,22100,17,2
22,22100,17,4
22,22101,51,80
22,22102,51,80
22,22102,51,82
22,22200,17,2
22,22200,17,3
22,22200,17,4
22,22200,51,80
22,22200,51,82
22,22200,51,94
22,22300,17,2
22,22301,51,80
22,22301,51,82
22,22301,51,94
22,22302,51,82
22,22302,51,94
22,22303,51,94
22,22400,17,3
22,22400,51,82
22,22500,17,2
22,22500,17,3
22,22500,51,82
22,22600,17,6
22,22600,51,82
22,22700,17,6
22,22700,51,80
22,22700,51,82
22,22800,17,6
22,22800,51,80
22,22900,17,6
22,22900,51,80
22,23000,17,6
22,23001,51,80
22,23002,51,80
22,23003,51,82
22,23100,17,6
22,23100,51,80
22,23100,51,82
22,23200,17,3
22,23200,17,6
22,23200,51,82
22,23300,17,3
22,23300,51,78
22,23300,51,82
22,23400,17,3
22,23400,51,78
22,23400,51,82
22,23500,17,3
22,23500,51,78
22,23500,51,92
22,23600,17,3
22,23600,51,78
22,23600,51,92
22,23700,17,3
22,23700,51,78
22,23700,51,92
22,23800,17,3
22,23800,17,6
22,23800,51,78
22,23800,51,92
22,23901,17,5
22,23901,51,78
22,23902,51,78
22,23903,17,3
22,23903,17,5
22,23903,17,6
22,23903,17,7
22,23903,51,78
22,23904,17,5
22,23904,17,6
22,23904,51,78
22,23905,17,5
22,24000,17,5
22,24000,17,7
22,24001,51,78
22,24002,51,78
22,24002,51,82
22,24100,51,78
22,24100,51,82
22,24102,17,7
22,24104,17,3
22,24104,17,5
22,24106,17,3
22,24106,17,5
22,24106,17,7
22,24107,17,5
22,24108,17,7
22,24109,17,5
22,24109,17,7
22,24201,17,3
22,24201,17,7
22,24201,51,78
22,24201,51,82
22,24202,17,1
22,24202,17,7
22,24202,51,82
22,24203,17,1
22,24203,17,7
22,24300,51,82
22,24301,17,1
22,24301,17,4
22,24303,17,1
22,24303,17,4
22,24303,17,7
22,24304,17,1
22,24400,17,4
22,24400,51,82
22,24500,51,82
22,24503,17,1
22,24503,17,4
22,24504,17,1
22,24600,51,82
22,24601,17,4
22,24602,17,4
22,24700,17,1
22,24700,17,4
22,24700,51,82
22,24800,17,1
22,24800,17,4
22,24800,51,82
22,24900,17,1
22,24900,51,82
22,25000,17,1
22,25001,51,85
22,25002,51,85
22,25003,51,85
22,25100,17,1
22,25102,51,85
22,25103,51,85
22,25103,51,105
22,25104,51,105
22,25200,17,2
22,25201,51,85
22,25202,51,85
22,25300,17,2
22,25300,17,4
22,25300,51,85
22,25400,51,85
22,25400,51,87
22,25405,17,1
22,25405,17,4
22,25406,17,1
22,25406,17,4
22,25500,51,85
22,25600,51,85
22,25700,51,85
22,25800,51,85
22,25900,51,85
22,25900,51,87
22,26000,51,87
22,26100,51,87
22,26200,51,87
22,26300,51,84
22,26300,51,87
22,26400,51,84
22,26500,51,84
22,26600,51,84
22,26600,51,87
22,26700,51,84
22,26700,51,87
22,26800,51,84
22,26800,51,87
22,26900,51,83
22,26900,51,87
22,27000,51,83
22,27000,51,87
22,27100,51,83
22,27200,51,83
22,27200,51,87
22,27501,51,83
22,27502,51,83
22,27601,51,83
22,27602,51,83
22,27701,51,83
22,27703,51,83
22,27803,51,87
22,27804,51,105
22,27805,51,87
22,27805,51,105
22,27806,51,84
22,27807,51,84
22,27809,51,84
22,27809,51,87
22,27810,51,87
22,27811,51,87
22,27812,51,87
22,27901,51,84
22,27902,51,54
22,27902,51,84
22,28000,51,83
22,28000,51,84
22,28100,51,92
22,28200,51,83
22,30100,9,28
22,30100,45,46
22,30100,45,48
22,30100,45,49
22,30101,5,88
22,30102,5,88
22,30103,5,88
22,30103,87,103
22,30104,87,103
22,30105,87,103
22,30200,9,28
22,30200,45,46
22,30200,45,48
22,30203,5,59
22,30203,87,103
22,30204,5,59
22,30204,5,88
22,30204,87,103
22,30205,5,59
22,30206,5,59
22,30206,5,88
22,30206,87,103
22,30207,87,103
22,30208,87,103
22,30209,87,103
22,30300,5,58
22,30300,5,59
22,30300,5,81
22,30300,9,28
22,30300,87,103
22,30301,45,48
22,30301,45,96
22,30302,45,48
22,30302,45,49
22,30400,9,28
22,30400,45,48
22,30400,45,49
22,30400,45,96
22,30400,87,103
22,30401,5,59
22,30401,5,88
22,30402,5,58
22,30402,5,88
22,30500,5,81
22,30500,5,88
22,30500,9,28
22,30500,45,48
22,30500,45,96
22,30500,87,103
22,30600,5,58
22,30600,5,81
22,30600,5,88
22,30600,9,28
22,30600,45,48
22,30601,87,103
22,30602,87,103
22,30603,87,103
22,30700,9,28
22,30700,45,48
22,30700,87,103
22,30800,9,28
22,30800,45,96
22,30800,87,103
22,30900,5,58
22,30900,9,28
22,30900,45,96
22,31000,5,58
22,31000,45,96
22,31100,45,48
22,31100,45,96
22,31100,119,10
22,31200,45,48
22,31200,45,96
22,31200,119,10
22,31300,45,48
22,31300,45,49
22,31300,45,96
22,31300,119,10
22,31400,119,10
22,31500,119,10
22,31600,45,49
22,31600,119,10
22,31700,119,10
22,31800,119,10
22,31900,119,10
22,32000,119,10
22,32100,119,10
22,40100,63,95
22,40100,93,58
22,40100,93,81
22,40100,101,50
22,40100,101,51
22,40102,103,74
22,40102,103,75
22,40102,103,90
22,40102,103,104
22,40103,103,74
22,40103,103,77
22,40104,103,74
22,40104,103,75
22,40200,93,58
22,40200,93,81
22,40200,101,50
22,40200,101,51
22,40201,63,81
22,40201,63,95
22,40201,103,74
22,40201,103,77
22,40202,63,81
22,40202,63,95
22,40202,103,74
22,40202,103,77
22,40300,93,58
22,40300,93,81
22,40300,101,50
22,40300,101,51
22,40301,63,64
22,40301,63,71
22,40303,63,64
22,40303,103,89
22,40304,63,64
22,40304,103,77
22,40304,103,89
22,40305,103,77
22,40400,93,58
22,40400,93,81
22,40400,101,50
22,40400,101,51
22,40400,103,77
22,40401,63,71
22,40401,63,95
22,40402,63,71
22,40402,63,95
22,40500,63,71
22,40500,63,95
22,40500,93,58
22,40500,101,50
22,40501,103,77
22,40502,103,74
22,40502,103,77
22,40600,63,71
22,40600,93,58
22,40600,101,50
22,40601,103,77
22,40602,103,77
22,40604,103,74
22,40604,103,104
22,40605,103,74
22,40605,103,77
22,40605,103,104
22,40700,63,71
22,40700,93,58
22,40700,101,50
22,40701,103,74
22,40701,103,90
22,40701,103,104
22,40704,103,90
22,40704,103,104
22,40705,103,90
22,40706,103,76
22,40706,103,90
22,40708,103,76
22,40709,103,76
22,40709,103,90
22,40710,103,76
22,40710,103,90
22,40800,101,50
22,40800,101,51
22,40801,103,76
22,40802,63,81
22,40802,63,95
22,40802,103,76
22,40802,103,90
22,40803,103,76
22,40803,103,90
22,40804,63,71
22,40804,63,81
22,40804,63,95
22,40805,63,71
22,40806,63,71
22,40806,63,81
22,40806,63,95
22,40900,101,50
22,40900,103,76
22,40901,63,81
22,40901,63,95
22,40902,63,81
22,41000,101,50
22,41002,103,76
22,41003,103,90
22,41004,103,76
22,41004,103,90
22,41100,101,50
22,41101,103,90
22,41101,103,104
22,41102,103,90
22,41103,103,90
22,41103,103,104
22,41104,103,76
22,41104,103,90
22,41200,101,50
22,41202,103,104
22,41204,103,90
22,41204,103,104
22,41207,103,89
22,41208,103,89
22,41209,103,89
22,41210,103,104
22,41211,103,89
22,41211,103,104
22,41212,103,89
22,41212,103,104
22,41300,101,50
22,41300,103,89
22,41400,101,50
22,41500,101,50
22,41600,101,50
22,50100,7,60
22,50100,75,103
22,50200,7,60
22,50200,75,105
22,50300,7,60
22,50300,75,105
22,50400,7,60
22,50400,75,105
22,50500,7,51
22,50500,7,60
22,50500,75,105
22,50600,7,51
22,50600,75,105
22,50700,75,105
22,50800,75,105
22,60100,89,56
22,62100,89,56
22,62100,89,92
22,62200,89,56
22,62301,89,56
22,62301,89,92
22,62302,89,56
22,62400,89,56
22,62400,89,92
22,62500,89,56
22,62700,89,56
22,62700,89,57
22,62800,89,56
22,62800,89,57
22,62900,89,56
22,62900,89,57
22,63000,89,56
22,63100,89,56
22,63200,89,56
22,63200,89,57
22,70100,95,56
22,70100,95,57
22,70100,95,81
22,70200,95,57
22,70300,95,57
22,70400,95,57
22,70500,95,57
22,70500,95,81
22,70600,95,81
22,70700,95,81
22,70800,95,57
22,70900,95,57
22,71000,95,56
22,71000,95,57
22,71100,95,57
22,950100,3,32
22,950100,27,11
22,950100,31,7
22,950100,31,23
22,950100,39,38
22,950100,41,20
22,950100,67,14
22,950100,67,19
22,950100,113,31
22,950100,113,47
22,950100,113,49
22,950100,115,24
22,950100,115,30
22,950101,117,75
22,950102,117,75
22,950200,3,32
22,950200,27,11
22,950200,31,7
22,950200,39,38
22,950200,41,20
22,950200,67,14
22,950200,67,16
22,950200,67,19
22,950200,113,47
22,950200,115,24
22,950200,115,30
22,950200,117,75
22,950300,3,32
22,950300,27,11
22,950300,31,7
22,950300,31,23
22,950300,39,38
22,950300,39,41
22,950300,41,20
22,950300,67,14
22,950300,67,16
22,950300,67,19
22,950300,115,24
22,950300,115,30
22,950300,117,75
22,950400,3,32
22,950400,27,11
22,950400,31,7
22,950400,31,23
22,950400,39,38
22,950400,39,41
22,950400,41,20
22,950400,67,16
22,950400,113,47
22,950400,115,30
22,950400,117,74
22,950500,3,32
22,950500,27,11
22,950500,31,7
22,950500,31,23
22,950500,39,38
22,950500,41,20
22,950500,67,16
22,950500,67,19
22,950500,113,47
22,950500,113,49
22,950500,115,30
22,950500,117,74
22,950500,117,75
22,950600,31,23
22,950600,39,38
22,950600,41,20
22,950600,67,16
22,950600,67,19
22,950600,113,47
22,950600,113,49
22,950600,115,24
22,950600,115,30
22,950600,117,75
22,950700,31,7
22,950700,31,23
22,950700,39,38
22,950700,67,14
22,950700,67,16
22,950700,113,47
22,950700,117,75
22,950701,115,24
22,950701,115,30
22,950702,115,30
22,950703,115,30
22,950704,115,30
22,950800,39,38
22,950800,39,41
22,950800,67,14
22,950800,67,16
22,950800,113,47
22,950800,115,24
22,950800,115,30
22,950800,117,75
22,950900,115,24
22,950900,115,30
22,950900,117,75
22,950901,113,47
22,950901,113,49
22,950902,113,47
22,950902,113,49
22,951000,117,75
22,951001,113,49
22,951002,113,49
22,951100,91,72
22,951100,113,47
22,951100,113,49
22,951200,91,72
22,951300,37,62
22,951300,37,72
22,951400,37,62
22,951501,37,62
22,951502,37,62
22,951600,37,62
22,951600,37,72
22,951701,125,18
22,951701,125,62
22,951702,125,18
22,951800,125,62
22,951900,77,18
22,952000,77,18
22,952100,77,18
22,952200,77,18
22,952300,77,18
22,952400,77,18
22,952600,47,18
22,952600,47,60
22,952700,47,18
22,952700,47,60
22,952900,47,58
22,952900,47,60
22,953000,47,58
22,953000,47,60
22,953101,47,60
22,953102,47,60
22,953200,47,58
22,953200,47,60
22,953200,105,72
22,953200,105,74
22,953300,105,72
22,953400,105,72
22,953500,105,74
22,953500,105,86
22,953600,105,72
22,953600,105,86
22,953700,105,86
22,953800,105,72
22,953800,105,86
22,953900,105,73
22,953900,105,86
22,954001,105,72
22,954001,105,86
22,954002,105,72
22,954002,105,86
22,954101,105,73
22,954101,105,86
22,954102,105,73
22,954200,105,86
22,954300,105,72
22,954300,105,73
22,954300,105,86
22,954400,105,72
22,954400,105,86
22,954501,105,72
22,954501,105,73
22,954501,105,86
22,954502,105,73
22,954502,105,86
22,954600,105,73
22,954600,105,86
22,954700,105,73
22,954800,105,73
22,960100,1,41
22,960100,11,32
22,960100,11,35
22,960100,61,12
22,960100,65,19
22,960100,65,21
22,960100,81,22
22,960100,81,23
22,960100,97,38
22,960100,97,40
22,960100,111,12
22,960100,127,13
22,960200,1,41
22,960200,11,30
22,960200,11,32
22,960200,61,11
22,960200,61,12
22,960200,65,19
22,960200,65,21
22,960200,97,38
22,960200,97,40
22,960200,111,12
22,960200,127,13
22,960200,127,22
22,960300,1,41
22,960300,1,42
22,960300,11,30
22,960300,61,11
22,960300,61,12
22,960300,65,21
22,960300,81,22
22,960300,81,23
22,960300,97,38
22,960300,111,12
22,960300,127,13
22,960400,1,41
22,960400,1,42
22,960400,11,30
22,960400,11,32
22,960400,61,11
22,960400,61,12
22,960400,65,19
22,960400,65,21
22,960400,97,38
22,960400,97,46
22,960400,111,12
22,960400,127,13
22,960500,1,41
22,960500,1,42
22,960500,11,30
22,960500,11,32
22,960500,61,12
22,960500,65,19
22,960500,65,21
22,960500,97,38
22,960500,97,39
22,960500,97,46
22,960500,111,12
22,960600,1,42
22,960600,11,32
22,960600,61,11
22,960600,61,12
22,960600,97,38
22,960600,97,40
22,960600,111,12
22,960700,1,42
22,960700,11,30
22,960700,11,32
22,960700,11,35
22,960700,61,12
22,960700,97,40
22,960700,97,41
22,960800,1,41
22,960800,1,42
22,960800,61,11
22,960800,97,41
22,960900,1,42
22,960900,61,11
22,960900,97,41
22,961000,1,42
22,961000,61,11
22,961000,61,12
22,961000,97,41
22,961100,1,42
22,961100,97,41
22,961200,1,42
